"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACSM5",22.5476616672173,0.44537952459719,0.507263518583391,0.878004248838905,0.379941412957704,0.574447473234704
"ACSS1",333.390499959758,-0.898909332183599,0.343954510946987,-2.61345411551281,0.00896321183456418,0.0479466392836684
"ACSS2",352.581112966474,-1.52491517650948,0.444630114538345,-3.42962639427331,0.000604412852696658,0.00731381413068683
"ACSS3",238.18459277908,-2.02935453760786,0.545229689792147,-3.72201766631875,0.000197637191574773,0.00333051664213297
"ACTA1",26.0187059733599,2.09855091717105,0.771584507926182,2.7197940026186,0.00653225963499098,0.0387397508836242
"ACTA2",2269.87479823966,1.08334217055902,0.358310643626527,3.02347192255949,0.00249892216300924,0.0200275296712875
"ACTB",16807.0484930152,0.000806516746819281,0.252043832682049,0.00319990669177252,0.997446848211751,0.999152731131569
"ACTBL2",5.06166584794275,1.62323300309583,0.727269395126528,2.23195560541005,0.0256178972179395,0.0982000380940072
"ACTC1",2.97078701735553,2.05576453875095,0.797640181347613,2.57730814824015,0.00995731393973476,0.0516583991578793
"ACTG1",6385.31172805443,-0.794637616128081,0.30831254947333,-2.57737681286573,0.00995533592106345,0.0516583991578793
"ACTG1P4",6.48975894053109,0.218961298127926,0.67545568864968,0.324168264191625,0.745810647358253,0.855901080965113
"ACTG2",365.329486410327,2.65926770913021,0.654966774167166,4.06015665834599,4.90398014352419e-05,0.00123715890542948
"ACTL10",22.4295085512674,-0.364861600396917,0.502425294526226,-0.726200699630324,0.467715743139808,0.652692779180048
"ACTL6A",705.744993528795,0.370408436289707,0.409686281783112,0.90412701806257,0.365928053434564,0.561045219229058
"ACTL6B",10.0878206205345,2.9290338771916,0.756533175801307,3.87165291738755,0.00010809980666408,0.00217935988157008
"ACTL7A",2.71562376598443,1.18234743120246,0.883265166818702,1.33860982592688,0.180697725653831,0.354542799134024
"ACTL7B",1.37402813541955,1.85434484934856,0.896859828172232,2.06759717750727,0.0386779177185822,0.128689012364944
"ACTL8",43.1393146162431,1.91721372721784,0.868469266004036,2.20757809431673,0.0272736975635459,0.102033049355628
"ACTL9",0.715415424454956,2.21180564829684,0.899200841438105,2.45974597261216,0.0139035386993008,0.0652730621077342
"ACTN1",2297.92631444967,1.36993618015186,0.254206301547665,5.38907246520396,7.08222469906122e-08,7.8852239994989e-06
"ACTN1-AS1",1.79328572226592,1.52181168287051,0.851982454709402,1.78620073037722,0.0740667628841174,0.197255561229092
"ACTN2",15.3583161499011,2.92184045155459,0.728270254664013,4.01202772300865,6.01994284135653e-05,0.00142131976877059
"ACTN3",6.42898206991645,1.92014271773902,0.649581595074824,2.95596847616632,0.0031168894616543,0.0233144108167278
"ACTN4",2648.88460001038,0.693240330831779,0.291844666119695,2.37537433885278,0.0175311606088507,0.0761494073262239
"ACTR10",438.416293726575,0.437095578866622,0.250602891931329,1.74417611663634,0.0811283845906986,0.209823388659592
"ACTR1A",826.575798618908,-0.128985246036103,0.264442828375116,-0.487762314556459,0.625718207506855,0.77480518695894
"ACTR1B",327.278390753611,-0.297126271186662,0.288032621705533,-1.0315715957008,0.302272852387701,0.494313722822511
"ACTR2",4471.80114450438,0.070780176369171,0.244657850390518,0.289302698671606,0.772349747336173,0.872538165195051
"ACTR3",2870.24012299674,0.352781062186295,0.273215511891209,1.29121900782401,0.196627745815704,0.373755627308737
